ID,RO_E15,RO_G15,RO_TOTAL,P_RO_E15,P_RO_G15,PER_WHITE,PER_BLACK,PER_ASIAN,PER_HISP
C07045,135,127,262,0.515267176,0.484732824,0.020698576,0.86351876,0,0.099611901
C07046,108,48,156,0.692307692,0.307692308,0.010840108,0.861788618,0.005420054,0.105691057
C08001,130,87,217,0.599078341,0.400921659,0.005882353,0.969747899,0,0.01092437
C08002,173,108,281,0.615658363,0.384341637,0.0085639,0.948616601,0.001976285,0.016469038
C08003,213,149,362,0.58839779,0.41160221,0.00530504,0.968169761,0,0.013262599
C08004,216,151,367,0.588555858,0.411444142,0,0.958164642,0,0.012145749
C08005,212,161,373,0.568364611,0.431635389,0.002688172,0.965053764,0.001344086,0.010752688
C08006,197,125,322,0.611801242,0.388198758,0.010215664,0.94551646,0.004540295,0.022701476
C08007,213,149,362,0.58839779,0.41160221,0.008205128,0.935384617,0.019487178,0.019487179
C08008,184,151,335,0.549253731,0.450746269,0.002928258,0.982430454,0.005856515,0.002928258
C08009,115,80,195,0.58974359,0.41025641,0.008103728,0.954619125,0.001620746,0.016207455
C08010,221,178,399,0.553884712,0.446115288,0.011111111,0.938888889,0.003333333,0.02
C08011,167,108,275,0.607272727,0.392727273,0.008631319,0.955610358,0.001233046,0.008631319
C08012,138,112,250,0.552,0.448,0.009334889,0.942823804,0,0.021003501
C08013,197,123,320,0.615625,0.384375,0.002967359,0.967952522,0.000593472,0.018397626
C08014,104,78,182,0.571428571,0.428571429,0.001850139,0.976873265,0,0.009250694
C08015,141,111,252,0.55952381,0.44047619,0.004248088,0.974511472,0,0.007646558
C08016,52,39,91,0.571428571,0.428571429,0.009140768,0.959780622,0,0.02559415
C08017,178,102,280,0.635714286,0.364285714,0.006932409,0.979202773,0,0.005199307
C08018,153,87,240,0.6375,0.3625,0,0.978156997,0,0.013651877
C08019,189,172,361,0.523545706,0.476454294,0.004065041,0.967479673,0.008130082,0.008130082
C08020,175,138,313,0.559105431,0.440894569,0.0093361,0.956431535,0.004149378,0.024896266
C08021,193,150,343,0.562682216,0.437317784,0.002722941,0.965282505,0.006126616,0.017699116
C08022,172,97,269,0.639405204,0.360594796,0.001262626,0.981060607,0,0.008838383
C08023,115,110,225,0.511111111,0.488888889,0.0085796,0.974261201,0,0.013346044
C08024,109,89,198,0.550505051,0.449494949,0.004237288,0.980932203,0,0.006355932
C08025,181,114,295,0.613559322,0.386440678,0.003361345,0.978991596,0,0.010084034
C08026,168,107,275,0.610909091,0.389090909,0.006505576,0.958178439,0,0.024163568
C08027,185,146,331,0.558912387,0.441087613,0.011479592,0.93494898,0,0.030612245
C08028,164,140,304,0.539473684,0.460526316,0.012631579,0.958947368,0.001052632,0.012631579
C08029,182,147,329,0.553191489,0.446808511,0.015479876,0.957688338,0.003095975,0.00619195
C08030,197,126,323,0.609907121,0.390092879,0.002941176,0.95,0.001960784,0.016666667
C08031,138,87,225,0.613333333,0.386666667,0.003663004,0.978021978,0,0.008547009
C08032,143,101,244,0.586065574,0.413934426,0.003577818,0.985688729,0,0.005366726
C08033,178,105,283,0.628975265,0.371024735,0.008547009,0.970560304,0,0.002849003
C08034,190,99,289,0.657439446,0.342560554,0.004109589,0.986301369,0,0.006849315
C08035,195,156,351,0.555555556,0.444444444,0.004694836,0.970657277,0.001173709,0.019953052
C08036,190,129,319,0.595611285,0.404388715,0.0101833,0.938900204,0,0.028513238
C08037,155,118,273,0.567765568,0.432234432,0.011345219,0.962722851,0.003241491,0.009724473
C08038,130,77,207,0.628019324,0.371980676,0.001285347,0.988431877,0,0.003856041
C08039,187,115,302,0.619205298,0.380794702,0.011111111,0.958024691,0,0.011111112
C08040,149,77,226,0.659292035,0.340707965,0.00135318,0.983761842,0.00135318,0.008119079
C08041,178,129,307,0.57980456,0.42019544,0.00083264,0.972522896,0,0.006661116
C08042,194,161,355,0.546478873,0.453521127,0.003489184,0.961618982,0,0.016050244
C08043,87,69,156,0.557692308,0.442307692,0,0.949928469,0,0.021459228
C08044,97,87,184,0.527173913,0.472826087,0.00304878,0.969512195,0,0.015243902
C08045,136,101,237,0.573839662,0.426160338,0.001993355,0.984053156,0.000664452,0.005315615
C08046,120,120,240,0.5,0.5,0.005747126,0.979885057,0,0.005747126
C08047,163,93,256,0.63671875,0.36328125,0.00795756,0.969496021,0,0.015915119
C08048,137,101,238,0.575630252,0.424369748,0.004784689,0.959808612,0.000956938,0.019138756
C08049,162,134,296,0.547297297,0.452702703,0.003708282,0.955500618,0.001236094,0.021013597
C08050,207,123,330,0.627272727,0.372727273,0.010123735,0.965129359,0.001124859,0.007874016
C08051,175,156,331,0.528700906,0.471299094,0.003344482,0.976588629,0,0.016722408
C08052,233,173,406,0.573891626,0.426108374,0.009687836,0.942949408,0.002152853,0.015069968
C08053,105,63,168,0.625,0.375,0.005607477,0.977570093,0.001869159,0.003738318
C08054,135,92,227,0.594713656,0.405286344,0.00621118,0.959972395,0,0.015182885
C08055,120,67,187,0.64171123,0.35828877,0.010221465,0.97955707,0,0.003407155
C08056,205,115,320,0.640625,0.359375,0.001012146,0.973684211,0,0.006072874
C09001,186,100,286,0.65034965,0.34965035,0.005896226,0.962264151,0.001179245,0.016509433
C09002,143,93,236,0.605932203,0.394067797,0.001836547,0.968778699,0,0.008264463
C09003,91,61,152,0.598684211,0.401315789,4.44E-11,0.985791605,0,0.005412725
C09004,131,95,226,0.579646018,0.420353982,0.004219409,0.974683543,0,0.015471169
C09005,159,101,260,0.611538462,0.388461538,0.001043841,0.979123173,0,0.013569938
C09006,175,129,304,0.575657895,0.424342105,0.001351351,0.981081081,0,0.004054054
C09007,108,82,190,0.568421053,0.431578947,0.009251472,0.772918415,0.002523129,0.202691341
C09008,129,98,227,0.568281938,0.431718062,0.004329004,0.963512678,0.000618429,0.017316017
C09009,199,141,340,0.585294118,0.414705882,0,0.986111113,0,0.003703703
C09010,132,108,240,0.55,0.45,0.002244669,0.966329969,0,0.015712681
C09011,121,73,194,0.62371134,0.37628866,0.005452562,0.976008722,0,0.011995637
C09012,181,130,311,0.581993569,0.418006431,0.007909604,0.966101695,0,0.013559322
C09013,194,139,333,0.582582583,0.417417417,0.004914005,0.963144963,0,0.012285012
C09014,218,148,366,0.595628415,0.404371585,0.005382131,0.978471474,0.001076426,0.005382131
C09015,93,63,156,0.596153846,0.403846154,0.00143472,0.979913914,0,0.008608323
C09016,156,86,242,0.644628099,0.355371901,0.008536586,0.953658537,0,0.031707316
C09017,121,80,201,0.60199005,0.39800995,0.005882353,0.97352941,0.000980392,0.007843138
C09018,112,82,194,0.577319588,0.422680412,0.008313538,0.977434681,0,0.002375297
C09019,133,107,240,0.554166667,0.445833333,0.004825091,0.962605547,0,0.013268999
C09020,178,117,295,0.603389831,0.396610169,0,0.992366411,0,0.007633587
C09021,154,103,257,0.59922179,0.40077821,0.003562946,0.976247031,0,0.017814726
C09022,178,128,306,0.581699346,0.418300654,0.005486968,0.989026063,0,0.001371743
C09023,185,148,333,0.555555556,0.444444444,0.002336449,0.9614486,0.002336449,0.011682242
C09024,186,99,285,0.652631579,0.347368421,0.020707507,0.937877477,0.003451251,0.012942191
C09025,154,133,287,0.536585366,0.463414634,0.003957784,0.973614776,0,0.005277045
C09026,98,92,190,0.515789474,0.484210526,0.013580214,0.92496322,0.001007455,0.047854861
C09027,155,98,253,0.612648221,0.387351779,0.006105006,0.958485959,0.001221001,0.008547009
C09028,71,93,164,0.432926829,0.567073171,0.017492712,0.548104957,0.000728863,0.423469387
C09029,143,119,262,0.545801527,0.454198473,0,0.983725136,0.000904159,0.009041591
C09030,134,88,222,0.603603604,0.396396396,0.001132504,0.990939973,0,0.001132503
C09031,127,83,210,0.604761905,0.395238095,0.015254237,0.681355946,0,0.290677954
C09032,145,110,255,0.568627451,0.431372549,0.001022495,0.972392639,0,0.01738241
C09033,126,62,188,0.670212766,0.329787234,0.002159827,0.979481641,0,0.01187905
C09034,131,87,218,0.600917431,0.399082569,0.00697134,0.971340046,0.001549187,0.008520528
C09035,165,114,279,0.591397849,0.408602151,0.001412429,0.990112994,0,0.005649718
C09036,123,103,226,0.544247788,0.455752212,0.001002004,0.986973947,0,0.003006012
C09037,193,143,336,0.574404762,0.425595238,0.294642856,0.376373629,0.00206044,0.30631868
C09038,175,93,268,0.652985075,0.347014925,0.002559727,0.968430033,0,0.009385666
C09039,168,119,287,0.585365854,0.414634146,0.007383154,0.981013613,0.00105502,0.001053036
C09040,190,124,314,0.605095541,0.394904459,0.004576659,0.975972539,0.001144165,0.005720826
C09041,141,85,226,0.623893805,0.376106195,0.008086253,0.962264151,0,0.006738544
C09042,166,164,330,0.503030303,0.496969697,0.005668934,0.978458051,0.001133787,0.005668934
C09043,139,77,216,0.643518519,0.356481481,0.005606167,0.981779957,0,0.00840925
C09044,102,146,248,0.411290323,0.588709677,0.0015625,0.965625,0.0015625,0.0125
C09045,131,82,213,0.615023474,0.384976526,0.006134969,0.976482618,0,0.00408998
C09046,152,106,258,0.589147287,0.410852713,0.055746146,0.858490556,0,0.060891944
C09047,195,146,341,0.571847507,0.428152493,0.002635046,0.993412385,0,0.001317523
C09048,162,153,315,0.514285714,0.485714286,0,0.976485149,0.001237624,0.007425742
C09049,183,124,307,0.596091205,0.403908795,0.004801921,0.980792316,0.003601441,0.006002401
C09050,211,176,387,0.545219638,0.454780362,0.002063984,0.97110423,0,0.006191951
C09051,185,117,302,0.612582781,0.387417219,0.0067659,0.962110965,0.00270636,0.006765901
C10001,127,123,250,0.508,0.492,0.025232777,0.589876914,0.001611686,0.375220195
C10002,196,183,379,0.517150396,0.482849604,0.509727625,0.017509728,0.003891051,0.460116732
C10003,223,144,367,0.607629428,0.392370572,0.529485442,0.059201094,0.007328661,0.395799673
C10004,91,166,257,0.354085603,0.645914397,0.043644299,0.47899618,0.000545554,0.464811785
C10005,163,142,305,0.53442623,0.46557377,0.393489032,0.027600849,0.002123142,0.565463551
C10006,124,176,300,0.413333333,0.586666667,0.165779468,0.039543726,0.00608365,0.784030418
C10007,76,156,232,0.327586207,0.672413793,0.089245313,0.079823888,0,0.819724256
C10008,67,98,165,0.406060606,0.593939394,0.007660577,0.758397176,0.002357101,0.225103119
C10009,206,185,391,0.52685422,0.47314578,0.473425195,0.024606299,0.002952756,0.48917323
C10010,162,214,376,0.430851064,0.569148936,0.358653879,0.021860941,0.003351906,0.609429464
C10011,148,330,478,0.309623431,0.690376569,0.145804033,0.015939992,0.002344116,0.828410687
C10012,93,156,249,0.373493976,0.626506024,0.235903337,0.014959724,0.013808976,0.724971231
C10013,125,242,367,0.340599455,0.659400545,0.036231884,0.236111113,0.001207729,0.708333332
C10014,163,334,497,0.327967807,0.672032193,0.25450283,0.016404226,0.003822102,0.716989622
C10015,287,265,552,0.519927536,0.480072464,0.010904425,0.960230918,0.000641437,0.015394483
C10016,160,118,278,0.575539568,0.424460432,0.358432649,0.093411048,0.0043447,0.526432803
C10017,260,234,494,0.526315789,0.473684211,0.480122324,0.03180428,0.001223242,0.475229358
C10018,74,119,193,0.383419689,0.616580311,0.022376927,0.37294876,0.00198906,0.592739951
C10019,169,248,417,0.405275779,0.594724221,0.361638384,0.013419653,0.004473218,0.610642864
C10020,173,239,412,0.419902913,0.580097087,0.261031735,0.017570467,0.0022918,0.714522398
C10021,120,268,388,0.309278351,0.690721649,0.148822476,0.050439776,0.002130284,0.79221661
C10022,40,150,190,0.210526316,0.789473684,0.07254623,0.056899004,0,0.857752489
C10023,98,239,337,0.290801187,0.709198813,0.167026222,0.021130836,0.002415103,0.808622804
C10024,223,185,408,0.546568627,0.453431373,0.498046877,0.030273438,0.006835937,0.453124998
C10025,38,57,95,0.4,0.6,0.043981482,0.472222227,0,0.462962959
C10026,76,190,266,0.285714286,0.714285714,0.062792877,0.121368322,0.002811621,0.798500469
C10027,108,176,284,0.38028169,0.61971831,0.025572006,0.500672952,0.002243158,0.455361143
C10028,108,315,423,0.255319149,0.744680851,0.172839505,0.011757789,0.000587889,0.807760143
C10029,99,236,335,0.295522388,0.704477612,0.135225375,0.020589871,0.001112966,0.839732889
C10030,84,238,322,0.260869565,0.739130435,0.079010766,0.02065108,0,0.896534007
C10031,70,188,258,0.271317829,0.728682171,0.086864518,0.073424677,0,0.834018969
C10032,146,214,360,0.405555556,0.594444444,0.236134456,0.019327732,0.005042017,0.734453779
C10033,67,184,251,0.266932271,0.733067729,0.117532466,0.017532467,0.000649351,0.859090912
C10034,66,145,211,0.312796209,0.687203791,0.018815717,0.420586608,0.003320421,0.551189817
C10035,211,238,449,0.469933185,0.530066815,0.408352179,0.000935951,0.013338136,0.564035599
C10036,31,56,87,0.356321839,0.643678161,0.046868469,0.426126405,0.004761189,0.522243937
C11001,244,141,385,0.633766234,0.366233766,0.369381109,0.06188925,0.325081429,0.226058634
C11002,17,24,41,0.414634146,0.585365854,0.164912281,0.701754386,0.01754386,0.084210526
C11003,74,193,267,0.277153558,0.722846442,0.395635673,0.056925997,0.043643264,0.474383302
C11004,164,191,355,0.461971831,0.538028169,0.198008844,0.011061947,0.447455761,0.335730086
C11005,178,252,430,0.413953488,0.586046512,0.29766355,0.0817757,0.223831778,0.382242992
C11006,206,118,324,0.635802469,0.364197531,0.541868904,0.073422375,0.175364069,0.164441741
C11007,140,104,244,0.573770492,0.426229508,0.378838182,0.24149376,0.237759341,0.101659753
C11008,192,172,364,0.527472527,0.472527473,0.233316353,0.010697911,0.376974021,0.373408047
C11009,178,160,338,0.526627219,0.473372781,0.290574455,0.011712215,0.397099833,0.293363078
C11010,235,133,368,0.638586957,0.361413043,0.20967742,0.0085389,0.662239087,0.112903227
C11011,222,184,406,0.54679803,0.45320197,0.378588502,0.037081336,0.31160289,0.252990433
C11012,366,249,615,0.595121951,0.404878049,0.755828219,0.020245401,0.036809816,0.174846625
C11013,339,216,555,0.610810811,0.389189189,0.698480243,0.015197568,0.031610942,0.238905775
C11014,182,67,249,0.730923695,0.269076305,0.237048666,0.010989011,0.689167975,0.054160126
C11015,127,41,168,0.755952381,0.244047619,0.311414392,0.040942928,0.421836228,0.220843672
C11016,181,119,300,0.603333333,0.396666667,0.286497599,0.001370802,0.564770391,0.138450995
C11017,219,174,393,0.557251908,0.442748092,0.390215505,0.036691908,0.185789136,0.374490403
C11018,253,102,355,0.712676056,0.287323944,0.304548074,0.001727116,0.535405873,0.147956243
C11019,223,215,438,0.50913242,0.49086758,0.323795181,0.016064257,0.121485944,0.520582329
C11020,218,85,303,0.719471947,0.280528053,0.351648349,0.015984015,0.447552449,0.176823178
C11021,407,176,583,0.698113208,0.301886792,0.591760299,0.009737828,0.121348319,0.258426963
C11022,273,211,484,0.564049587,0.435950413,0.418045912,0.010678056,0.34276562,0.210357715
C11023,202,69,271,0.745387454,0.254612546,0.421052628,0.00831025,0.317174518,0.238227148
C11024,378,125,503,0.751491054,0.248508946,0.588470777,0.004803843,0.14091273,0.247397918
C11025,247,157,404,0.611386139,0.388613861,0.477508648,0.030276816,0.130622838,0.332179933
C11026,327,181,508,0.643700787,0.356299213,0.544452608,0.008082293,0.201322554,0.237325499
C11027,96,62,158,0.607594937,0.392405063,0.144588046,0.005654281,0.717285947,0.126009692
C11028,127,78,205,0.619512195,0.380487805,0.510227283,0.092045449,0.098863639,0.286363629
C11029,325,174,499,0.651302605,0.348697395,0.502665652,0.00990099,0.195734959,0.273419648
C11030,180,53,233,0.772532189,0.227467811,0.070679183,0.006073992,0.890115958,0.028161237
C11031,274,167,441,0.621315193,0.378684807,0.52353896,0.006493509,0.211850649,0.252435065
C11032,189,48,237,0.797468354,0.202531646,0.648083634,0.003484321,0.214285707,0.127177697
C11033,200,100,300,0.666666667,0.333333333,0.484298674,0.105373343,0.247732031,0.121423587
C11034,130,34,164,0.792682927,0.207317073,0.342657343,0.192307692,0.356643357,0.083916084
C11035,109,45,154,0.707792208,0.292207792,0.293969849,0.248743719,0.394472362,0.06281407
C11036,119,59,178,0.668539326,0.331460674,0.201865988,0.025445293,0.699745547,0.057675997
C11037,102,36,138,0.739130435,0.260869565,0.039024403,0.081707314,0.851219492,0.020731718
C11038,36,114,150,0.24,0.76,0.238872404,0.053412462,0.020771513,0.670623146
C12001,104,229,333,0.312312312,0.687687688,0.16302521,0.003921569,0.040896359,0.77535014
C12002,73,182,255,0.28627451,0.71372549,0.085430076,0.0187244,0.120538327,0.77238151
C12003,114,265,379,0.300791557,0.699208443,0.244590164,0.015737705,0.129836066,0.601311475
C12004,101,229,330,0.306060606,0.693939394,0.184890656,0.013916501,0.097415507,0.697813121
C12005,124,165,289,0.429065744,0.570934256,0.182728409,0.0175219,0.363579478,0.428660827
C12006,104,223,327,0.318042813,0.681957187,0.121640091,0.027790433,0.153530752,0.68974943
C12007,29,232,261,0.111111111,0.888888889,0.055420711,0.058656962,0.00566343,0.868932035
C12008,128,203,331,0.386706949,0.613293051,0.175691941,0.009626955,0.212394698,0.587845973
C12009,83,203,286,0.29020979,0.70979021,0.170648465,0.01774744,0.253924915,0.546757678
C12010,39,263,302,0.129139073,0.870860927,0.025783972,0.029268297,0.003484321,0.931707313
C12011,56,270,326,0.171779141,0.828220859,0.037952339,0.009267431,0.090026466,0.857016782
C12012,74,193,267,0.277153558,0.722846442,0.068369351,0.018074656,0.048330059,0.857760315
C12013,84,232,316,0.265822785,0.734177215,0.098102543,0.008074283,0.075090836,0.813887767
C12014,25,216,241,0.10373444,0.89626556,0.015514809,0.021509167,0.000705219,0.957334276
C12015,76,229,305,0.249180328,0.750819672,0.015215555,0.061707527,0.000422654,0.918005067
C12016,37,257,294,0.12585034,0.87414966,0.009897829,0.008301405,0.001277139,0.978607916
C12017,91,232,323,0.281733746,0.718266254,0.093875728,0.012963791,0.116674119,0.773357172
C12018,33,236,269,0.12267658,0.87732342,0.032499186,0.014949627,0.000974976,0.949951251
C12019,68,236,304,0.223684211,0.776315789,0.122322435,0.016347238,0.089064262,0.763810597
C12020,79,275,354,0.223163842,0.776836158,0.091491308,0.007624276,0.026837451,0.870997255
C12021,98,218,316,0.310126582,0.689873418,0.109354978,0.046561299,0.077317386,0.756514308
C12022,30,212,242,0.123966942,0.876033058,0.024531958,0.021626857,0.000322789,0.951581662
C12023,107,204,311,0.344051447,0.655948553,0.170054536,0.007932573,0.110064452,0.707982152
C13001,166,101,267,0.621722846,0.378277154,0.458551955,0.002098636,0.010493176,0.518363054
C13002,207,98,305,0.678688525,0.321311475,0.64933135,0.001485884,0.007429421,0.338781577
C13003,80,138,218,0.366972477,0.633027523,0.128404669,0.00311284,0.013229572,0.852140078
C13004,215,120,335,0.641791045,0.358208955,0.657146567,0.00761506,0.019049111,0.306664068
C13005,153,198,351,0.435897436,0.564102564,0.165771809,0.00604027,0.003355705,0.820805371
